framework,device_name,input_size,batch_index,compute_count,data_transfer_count,compute_mean_ms,data_transfer_mean_ms,compute_var_ms,data_transfer_var_ms,compute_std_ms,data_transfer_std_ms
OpenCL,NVIDIA A100-SXM4-80GB,4145299456,9.0,5,5,0.3790848,7.139928,0.00045581598719999947,0.024159529720000055,0.021349847474865,0.15543336102651856
OpenCL,NVIDIA A100-SXM4-80GB,4145299456,10.0,5,5,0.3074048,7.123014,0.0010954473472,0.008918243229999989,0.03309754291786628,0.09443645074863831
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,1.0,3,3,0.42905599999999994,11.043433333333333,1.6777215999999905e-05,0.04191672333333321,0.0040959999999999885,0.20473574024418212
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,2.0,3,3,0.4437333333333333,11.476766666666668,8.738133333333332e-06,0.17321484333333287,0.0029560333782508836,0.41619087367857177
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,3.0,3,3,0.44817066666666666,11.563833333333333,4.543829333333241e-06,0.11101840333333284,0.0021316259834532982,0.33319424264733755
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,4.0,3,3,0.4799146666666667,11.013033333333334,0.0013676926293333318,0.09413061333333306,0.036982328608854954,0.30680712725315407
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,5.0,3,3,0.4713813333333334,11.292433333333333,0.0017137227093333316,0.04746492333333292,0.04139713407149499,0.2178644609231458
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,6.0,3,3,0.449536,11.5419,1.2582911999999816e-05,0.23311460999999903,0.003547240053901035,0.48281943829965984
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,7.0,3,3,0.4816213333333333,11.395666666666665,0.004765078869333327,0.0007150033333333204,0.069029550696302,0.026739546243968324
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,8.0,3,3,0.463872,11.193633333333333,0.0020457717759999987,0.08473345333333317,0.04523020866633271,0.29109011205008867
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,9.0,3,3,0.449536,11.226366666666665,1.0485759999999657e-06,0.04168350333333345,0.0010239999999999833,0.20416538230888567
OpenCL,NVIDIA A100-SXM4-80GB,6461587456,10.0,3,3,0.46591999999999995,11.112166666666667,0.002381316096000002,0.031008423333333042,0.04879873047529005,0.1760920876511294
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,1.0,4,4,0.612096,16.4149,2.193271466666671e-05,0.010841260000000021,0.00468323762654285,0.1041213714853969
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,2.0,4,4,0.696064,16.233849999999997,0.006328068778666671,0.03199753000000002,0.07954915950949244,0.17887853420687463
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,3.0,4,4,0.6653439999999999,16.016325000000002,0.003510894591999998,0.0053306424999998705,0.0592528023978613,0.07301124913326625
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,4.0,4,4,0.631808,16.201999999999998,4.19430399999999e-06,0.017863033333333455,0.0020479999999999973,0.13365265928268488
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,5.0,4,4,0.678144,16.41885,0.004936957951999998,0.0565240966666668,0.07026348946643625,0.23774796879609045
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,6.0,4,4,0.655616,16.228125,0.002467211946666666,0.005355762499999931,0.04967103730210057,0.07318307522918076
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,7.0,4,4,0.693248,16.335025,0.002465551701333332,0.07475412250000044,0.04965432208109715,0.27341200138252975
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,8.0,4,4,0.632064,15.997375,4.290423466666627e-05,0.022553269166666386,0.006550132415964296,0.15017745891666429
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,9.0,4,4,0.674816,16.0856,0.004281685333333331,0.013229179999999986,0.06543458820328382,0.11501817247722199
OpenCL,NVIDIA A100-SXM4-80GB,9289875456,10.0,4,4,0.6620159999999999,15.994824999999999,0.0027699882666666624,0.03508778916666702,0.052630677999306284,0.18731734881389664
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,1.0,3,3,0.835584,21.3045,7.025459199999977e-05,0.07657146999999992,0.008381801238397374,0.27671550372178266
OpenCL,NVIDIA A100-SXM4-80GB,12630163456,2.0,3,3,0.9789439999999999,21.9168,0.00018979225599999902,0.02092509000000026,0.013776511024203443,0.14465507250006915
